originalType,mappedType,mappedConfidence,deltaToSecondBest
http://de.dbpedia.org/resource/Sammellager,http://dbpedia.org/ontology/Place, 0.25,0.0
http://dbpedia.org/resource/Planning,http://dbpedia.org/ontology/Place, 0.20833333,0.124999994
http://dbpedia.org/resource/Quebec,http://dbpedia.org/ontology/Organisation, 0.22222222,0.11111111
http://dbpedia.org/resource/Flood,http://dbpedia.org/ontology/Quote, 0.25,0.0
http://de.dbpedia.org/resource/Auftragsmörder,http://dbpedia.org/ontology/Person, 0.2631579,0.10526317
http://dbpedia.org/resource/Knight_academy,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://de.dbpedia.org/resource/Berufsfachschule,http://dbpedia.org/ontology/School, 0.15,0.1
http://dbpedia.org/resource/Saint_Walpurga,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/East,http://dbpedia.org/ontology/Road, 0.16666667,0.111111114
http://dbpedia.org/resource/Special_library,http://dbpedia.org/ontology/Place, 0.21875,0.09375
http://dbpedia.org/resource/XIII_(comics),http://dbpedia.org/ontology/Person, 0.33333334,0.0
http://de.dbpedia.org/resource/Zusammenschluss,http://dbpedia.org/ontology/Organisation, 0.2028302,0.09198114
http://dbpedia.org/resource/Arms_and_the_Man,http://dbpedia.org/ontology/Film, 0.2,0.0
http://dbpedia.org/resource/Neuburg,http://dbpedia.org/ontology/Person, 0.2,0.0
http://de.dbpedia.org/resource/Schritt,http://dbpedia.org/ontology/WrittenWork, 0.22222222,0.11111111
http://dbpedia.org/resource/Mask,http://dbpedia.org/ontology/Company, 0.2,0.0
http://dbpedia.org/resource/Mission,http://dbpedia.org/ontology/SpaceMission, 0.19565217,0.10869565
http://de.dbpedia.org/resource/Altarm,http://dbpedia.org/ontology/Place, 0.33333334,0.14285714
http://dbpedia.org/resource/Morocco,http://dbpedia.org/ontology/Language, 0.5,0.0
http://de.dbpedia.org/resource/Petrologe,http://dbpedia.org/ontology/Person, 0.2857143,0.07142858
http://dbpedia.org/resource/Energy,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://dbpedia.org/resource/Plant,http://dbpedia.org/ontology/Species, 0.23076923,0.0
http://dbpedia.org/resource/Distance,http://dbpedia.org/ontology/Place, 0.2631579,0.10526317
http://dbpedia.org/resource/Tradition,http://dbpedia.org/ontology/Quote, 0.15384616,0.038461544
http://de.dbpedia.org/resource/Durchgangsstraße,http://dbpedia.org/ontology/Place, 0.29411766,0.11764706
http://de.dbpedia.org/resource/Justizkommissar,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Maltas,http://dbpedia.org/ontology/Organisation, 0.25,0.125
http://de.dbpedia.org/resource/Sandstrand,http://dbpedia.org/ontology/Place, 0.3548387,0.03225806
http://dbpedia.org/resource/East_Prussia,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Sea_mark,http://dbpedia.org/ontology/Lighthouse, 0.16666667,0.0
http://dbpedia.org/resource/Platform,http://dbpedia.org/ontology/Work, 0.2919708,0.13868613
http://dbpedia.org/resource/April,http://dbpedia.org/ontology/Work, 0.14705883,0.0
http://de.dbpedia.org/resource/Formen,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Sector,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/Radial_engine,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://dbpedia.org/resource/L,http://dbpedia.org/ontology/Road, 0.15625,0.09375
http://dbpedia.org/resource/Swiss_mercenaries,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Bund,http://dbpedia.org/ontology/Place, 0.27272728,0.09090909
http://de.dbpedia.org/resource/Studienhaus,http://dbpedia.org/ontology/Place, 0.25,0.0
http://dbpedia.org/resource/Journalism_school,http://dbpedia.org/ontology/Organisation, 0.2857143,0.14285715
http://dbpedia.org/resource/Solid,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://de.dbpedia.org/resource/Kraftfahrzeuge,http://dbpedia.org/ontology/Automobile, 0.25,0.0
http://dbpedia.org/resource/February,http://dbpedia.org/ontology/Person, 0.23809524,0.14285714
http://de.dbpedia.org/resource/Aufnahme,http://dbpedia.org/ontology/Album, 0.18181819,0.0909091
http://dbpedia.org/resource/Kiev,http://dbpedia.org/ontology/Settlement, 0.25,0.125
http://de.dbpedia.org/resource/Wanderarbeiter,http://dbpedia.org/ontology/WrittenWork, 0.2857143,0.14285715
http://dbpedia.org/resource/Garage_(residential),http://dbpedia.org/ontology/ArchitecturalStructure, 0.16666667,0.0
http://de.dbpedia.org/resource/B-Band,http://dbpedia.org/ontology/Band, 0.2,0.0
http://dbpedia.org/resource/Health_insurance,http://dbpedia.org/ontology/Place, 0.33333334,0.11111112
http://dbpedia.org/resource/Motive,http://dbpedia.org/ontology/Quote, 0.25,0.125
http://de.dbpedia.org/resource/Stadtbücherei,http://dbpedia.org/ontology/Place, 0.25,0.125
http://de.dbpedia.org/resource/Neigung,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Instruments_(application),http://dbpedia.org/ontology/Person, 0.25,0.0
http://dbpedia.org/resource/Concentration_(disambiguation),http://dbpedia.org/ontology/Organisation, 0.22222222,0.11111111
http://dbpedia.org/resource/War_of_succession,http://dbpedia.org/ontology/Place, 0.25,0.0
http://de.dbpedia.org/resource/Brauereigaststätte,http://dbpedia.org/ontology/Company, 0.2,0.0
http://de.dbpedia.org/resource/Schmuggler,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Drache,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://de.dbpedia.org/resource/Lieder,http://dbpedia.org/ontology/ChartsPlacements, 0.25,0.0
http://dbpedia.org/resource/Motor_ship,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://de.dbpedia.org/resource/Stadtarchiv,http://dbpedia.org/ontology/Quote, 0.25,0.0
http://dbpedia.org/resource/Love,http://dbpedia.org/ontology/Film, 0.3181818,0.13636361
http://dbpedia.org/resource/Budapest,http://dbpedia.org/ontology/Place, 0.2,0.0
http://de.dbpedia.org/resource/Versorgung,http://dbpedia.org/ontology/WrittenWork, 0.25,0.125
http://de.dbpedia.org/resource/Fernuniversität,http://dbpedia.org/ontology/University, 0.21428572,0.07142857
http://dbpedia.org/resource/Jews,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Music_(disambiguation),http://dbpedia.org/ontology/Band, 0.16666667,0.0
http://dbpedia.org/resource/Ferranti,http://dbpedia.org/ontology/Company, 0.2,0.0
http://dbpedia.org/resource/Festival,http://dbpedia.org/ontology/Place, 0.2112676,0.07042252
http://de.dbpedia.org/resource/Herrschaft,http://dbpedia.org/ontology/Place, 0.3181818,0.13636361
http://dbpedia.org/resource/Meilen,http://dbpedia.org/ontology/Place, 0.25,0.125
http://de.dbpedia.org/resource/Häuser,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/Studentenwerk,http://dbpedia.org/ontology/Place, 0.2857143,0.0
http://dbpedia.org/resource/Augsburg,http://dbpedia.org/ontology/Agent, 0.35714287,0.14285715
http://de.dbpedia.org/resource/Co,http://dbpedia.org/ontology/Place, 0.2857143,0.14285715
http://dbpedia.org/resource/Identification,http://dbpedia.org/ontology/Person, 0.25,0.0
http://de.dbpedia.org/resource/Ernennung,http://dbpedia.org/ontology/Person, 0.33333334,0.0
http://de.dbpedia.org/resource/Netz,http://dbpedia.org/ontology/Organisation, 0.2,0.0
http://de.dbpedia.org/resource/Figur,http://dbpedia.org/ontology/Quote, 0.17098446,0.00518136
http://dbpedia.org/resource/Chiles,http://dbpedia.org/ontology/Place, 0.23809524,0.09523809
http://de.dbpedia.org/resource/Islands,http://dbpedia.org/ontology/Place, 0.19148937,0.0425532
http://de.dbpedia.org/resource/Km,http://dbpedia.org/ontology/River, 0.15962684,0.143301366
http://de.dbpedia.org/resource/Weltgeistlicher,http://dbpedia.org/ontology/Person, 0.25,0.0
http://dbpedia.org/resource/Ray,http://dbpedia.org/ontology/Wrestler, 0.2,0.0
http://dbpedia.org/resource/Museum_ship,http://dbpedia.org/ontology/WrittenWork, 0.375,0.125
http://de.dbpedia.org/resource/Comicserie,http://dbpedia.org/ontology/WrittenWork, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Vorkommen,http://dbpedia.org/ontology/Mine, 0.25,0.125
http://dbpedia.org/resource/Phase,http://dbpedia.org/ontology/WrittenWork, 0.1875,0.0625
http://de.dbpedia.org/resource/Marienwallfahrtskirche,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://de.dbpedia.org/resource/Pfleghof,http://dbpedia.org/ontology/Place, 0.42857143,0.14285713
http://dbpedia.org/resource/Trailer_(vehicle),http://dbpedia.org/ontology/Person, 0.24074075,0.03703705
http://de.dbpedia.org/resource/Bundesministerium,http://dbpedia.org/ontology/Organisation, 0.2,0.0
http://de.dbpedia.org/resource/Vogelkundler,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://dbpedia.org/resource/Vertebrate,http://dbpedia.org/ontology/Place, 0.5,0.0
http://de.dbpedia.org/resource/Einheit,http://dbpedia.org/ontology/MilitaryUnit, 0.1570248,0.03305786
http://de.dbpedia.org/resource/Hund,http://dbpedia.org/ontology/Film, 0.27272728,0.09090909
http://dbpedia.org/resource/Settlement,http://dbpedia.org/ontology/Place, 0.30232558,0.11627907
http://de.dbpedia.org/resource/Dienstmagd,http://dbpedia.org/ontology/WrittenWork, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Sportboot,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://dbpedia.org/resource/Steel,http://dbpedia.org/ontology/Bridge, 0.14285715,0.0
http://de.dbpedia.org/resource/Wagenbauer,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://de.dbpedia.org/resource/Entlassung,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://de.dbpedia.org/resource/Vorfall,http://dbpedia.org/ontology/MilitaryConflict, 0.2,0.0
http://de.dbpedia.org/resource/Bahnstrecke,http://dbpedia.org/ontology/WrittenWork, 0.32,0.08
http://de.dbpedia.org/resource/Sportart,http://dbpedia.org/ontology/Quote, 0.22222222,0.11111111
http://de.dbpedia.org/resource/Viehmarkt,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://de.dbpedia.org/resource/Kannibale,http://dbpedia.org/ontology/Person, 0.25,0.0
http://dbpedia.org/resource/Munich,http://dbpedia.org/ontology/Band, 0.13636364,0.090909093
http://de.dbpedia.org/resource/Organisationseinheit,http://dbpedia.org/ontology/WrittenWork, 0.26666668,0.13333334
http://de.dbpedia.org/resource/Titelheld,http://dbpedia.org/ontology/TelevisionShow, 0.2857143,0.14285715
http://dbpedia.org/resource/Crater,http://dbpedia.org/ontology/NaturalPlace, 0.25641027,0.10256411
http://dbpedia.org/resource/Biotope,http://dbpedia.org/ontology/Lake, 0.14285715,0.071428575
http://de.dbpedia.org/resource/Seitenarm,http://dbpedia.org/ontology/Place, 0.27272728,0.11363638
http://dbpedia.org/resource/Mathematics,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://de.dbpedia.org/resource/Unterbau,http://dbpedia.org/ontology/Language, 0.33333334,0.0
http://de.dbpedia.org/resource/Route,http://dbpedia.org/ontology/Place, 0.23076923,0.07692307
http://dbpedia.org/resource/Red_squirrel,http://dbpedia.org/ontology/Species, 0.25,0.0
http://dbpedia.org/resource/Dresden,http://dbpedia.org/ontology/Settlement, 0.15625,0.09375
http://de.dbpedia.org/resource/Auflage,http://dbpedia.org/ontology/SoccerTournament, 0.101265825,0.025316465
http://dbpedia.org/resource/Lausanne,http://dbpedia.org/ontology/PeriodicalLiterature, 0.14285715,0.0
http://de.dbpedia.org/resource/Fachausdruck,http://dbpedia.org/ontology/Disease, 0.23529412,0.02941176
http://dbpedia.org/resource/Bissau,http://dbpedia.org/ontology/Diocese, 0.125,0.0625
http://de.dbpedia.org/resource/Obdachloser,http://dbpedia.org/ontology/Person, 0.2,0.0
http://de.dbpedia.org/resource/Fernsehturm,http://dbpedia.org/ontology/Quote, 0.25,0.0
http://dbpedia.org/resource/Boulevard,http://dbpedia.org/ontology/Place, 0.31034482,0.13793102
http://dbpedia.org/resource/Ballet,http://dbpedia.org/ontology/Quote, 0.21428572,0.142857145
http://dbpedia.org/resource/Financial_analyst,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://dbpedia.org/resource/Crisis,http://dbpedia.org/ontology/MilitaryConflict, 0.16666667,0.0
http://dbpedia.org/resource/German_television_comedy,http://dbpedia.org/ontology/Film, 0.31578946,0.13157894
http://de.dbpedia.org/resource/Katalanisch,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Neustadt,http://dbpedia.org/ontology/Place, 0.25,0.125
http://de.dbpedia.org/resource/Mehrfamilienwohnhaus,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://de.dbpedia.org/resource/Eisengießerei,http://dbpedia.org/ontology/Company, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Presse,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/March,http://dbpedia.org/ontology/Agent, 0.22222222,0.09722222
http://dbpedia.org/resource/Ring,http://dbpedia.org/ontology/WrittenWork, 0.22222222,0.0
http://dbpedia.org/resource/Confederation,http://dbpedia.org/ontology/Quote, 0.16666667,0.0
http://dbpedia.org/resource/Partner,http://dbpedia.org/ontology/Company, 0.2,0.06666666
http://dbpedia.org/resource/Electoral_district,http://dbpedia.org/ontology/ElectionDiagram, 0.17738791,0.05068226
http://de.dbpedia.org/resource/Handelsgärtner,http://dbpedia.org/ontology/Person, 0.25,0.0
http://de.dbpedia.org/resource/Pilgerfahrt,http://dbpedia.org/ontology/MilitaryConflict, 0.16666667,0.0
http://de.dbpedia.org/resource/Mitwirkung,http://dbpedia.org/ontology/WrittenWork, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Fluggerät,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/Credit_bureau,http://dbpedia.org/ontology/Company, 0.2,0.0
http://dbpedia.org/resource/Broadcast_network,http://dbpedia.org/ontology/TelevisionStation, 0.18518518,0.148148143
http://dbpedia.org/resource/Paul_(name),http://dbpedia.org/ontology/Quote, 0.15384616,0.0
http://de.dbpedia.org/resource/Brauch,http://dbpedia.org/ontology/WrittenWork, 0.37037036,0.14814814
http://de.dbpedia.org/resource/Alternative,http://dbpedia.org/ontology/Band, 0.2,0.1
http://dbpedia.org/resource/Brazil,http://dbpedia.org/ontology/Species, 0.15151516,0.0
http://dbpedia.org/resource/Department,http://dbpedia.org/ontology/Place, 0.30769232,0.03846154
http://dbpedia.org/resource/Guatemala,http://dbpedia.org/ontology/AdministrativeRegion, 0.16666667,0.0
http://de.dbpedia.org/resource/Pioniere,http://dbpedia.org/ontology/Place, 0.25,0.0
http://de.dbpedia.org/resource/Ausrichtung,http://dbpedia.org/ontology/WrittenWork, 0.25,0.125
http://dbpedia.org/resource/Intelligence_agency,http://dbpedia.org/ontology/Organisation, 0.2413793,0.10344827
http://de.dbpedia.org/resource/Pappel,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://dbpedia.org/resource/Eastern_Alps,http://dbpedia.org/ontology/Species, 0.25,0.0
http://dbpedia.org/resource/Landeskirche,http://dbpedia.org/ontology/Place, 0.25,0.0
http://de.dbpedia.org/resource/Zusammenfassung,http://dbpedia.org/ontology/FootballLeagueSeason, 0.19512194,0.07317072
http://de.dbpedia.org/resource/Popsänger,http://dbpedia.org/ontology/Person, 0.35114503,0.086514
http://de.dbpedia.org/resource/Abstieg,http://dbpedia.org/ontology/WrittenWork, 0.16666667,0.0
http://de.dbpedia.org/resource/Forschungsprojekt,http://dbpedia.org/ontology/Quote, 0.125,0.0
http://de.dbpedia.org/resource/Funktionen,http://dbpedia.org/ontology/Person, 0.22222222,0.0
http://de.dbpedia.org/resource/Postschiff,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/Regime,http://dbpedia.org/ontology/Country, 0.16,0.04
http://de.dbpedia.org/resource/Geschlecht,http://dbpedia.org/ontology/WrittenWork, 0.23076923,0.07692307
http://dbpedia.org/resource/Alliance,http://dbpedia.org/ontology/PoliticalParty, 0.16,0.08
http://dbpedia.org/resource/Schuppen,http://dbpedia.org/ontology/Place, 0.5,0.0
http://de.dbpedia.org/resource/Strecken,http://dbpedia.org/ontology/Place, 0.2,0.1
http://de.dbpedia.org/resource/Fussballtrainer,http://dbpedia.org/ontology/Person, 0.31666666,0.13333332
http://dbpedia.org/resource/Orly,_France,http://dbpedia.org/ontology/University, 0.125,0.0
http://dbpedia.org/resource/Working_group,http://dbpedia.org/ontology/WrittenWork, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Esslingen,http://dbpedia.org/ontology/Company, 0.16666667,0.0
http://dbpedia.org/resource/Version,http://dbpedia.org/ontology/Work, 0.20942408,0.08900523
http://dbpedia.org/resource/Speyer,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/Thomas_(name),http://dbpedia.org/ontology/Place, 0.2,0.1
http://dbpedia.org/resource/Kater,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/October,http://dbpedia.org/ontology/Work, 0.13461539,0.0
http://dbpedia.org/resource/Bill,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/List_of_environmental_ministries,http://dbpedia.org/ontology/Place, 0.33333334,0.0
http://dbpedia.org/resource/F,http://dbpedia.org/ontology/Person, 0.22222222,0.11111111
http://de.dbpedia.org/resource/Schülern,http://dbpedia.org/ontology/School, 0.2,0.1
http://dbpedia.org/resource/Christian_ministry,http://dbpedia.org/ontology/Non-ProfitOrganisation, 0.11764706,0.0
http://de.dbpedia.org/resource/Fähigkeiten,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://de.dbpedia.org/resource/Lenkwaffe,http://dbpedia.org/ontology/WrittenWork, 0.33333334,0.0
http://de.dbpedia.org/resource/Rundfunkgesellschaft,http://dbpedia.org/ontology/TelevisionStation, 0.16666667,0.125000002
http://dbpedia.org/resource/Singing,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://de.dbpedia.org/resource/Türke,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Pensioner,http://dbpedia.org/ontology/Person, 0.33333334,0.0
http://dbpedia.org/resource/Conflagration,http://dbpedia.org/ontology/Place, 0.25,0.0
http://dbpedia.org/resource/Secular_institute,http://dbpedia.org/ontology/Place, 0.25,0.0
http://de.dbpedia.org/resource/Stichkanal,http://dbpedia.org/ontology/Quote, 0.2857143,0.14285715
http://dbpedia.org/resource/Incentive_program,http://dbpedia.org/ontology/Quote, 0.16666667,0.0
http://dbpedia.org/resource/Kazakhstan,http://dbpedia.org/ontology/Country, 0.125,0.0
http://de.dbpedia.org/resource/Koordinator,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://dbpedia.org/resource/Size,http://dbpedia.org/ontology/Place, 0.225,0.125
http://de.dbpedia.org/resource/Kirchhof,http://dbpedia.org/ontology/Place, 0.25,0.0
http://dbpedia.org/resource/Schooner,http://dbpedia.org/ontology/Ship, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Nationaltrainer,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Schlosspark,http://dbpedia.org/ontology/Castle, 0.16666667,0.0
http://dbpedia.org/resource/Deutsch,http://dbpedia.org/ontology/Quote, 0.2,0.1
http://de.dbpedia.org/resource/Kreuzung,http://dbpedia.org/ontology/WrittenWork, 0.28,0.04
http://dbpedia.org/resource/Hamburg,http://dbpedia.org/ontology/Band, 0.101265825,0.037974685
http://de.dbpedia.org/resource/Großvater,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Consortium,http://dbpedia.org/ontology/Company, 0.23809524,0.14285714
http://dbpedia.org/resource/Eritrea,http://dbpedia.org/ontology/Person, 0.2,0.0
http://de.dbpedia.org/resource/Bezeichnung,http://dbpedia.org/ontology/Place, 0.19461538,0.05307692
http://de.dbpedia.org/resource/Christen,http://dbpedia.org/ontology/Quote, 0.16666667,0.0
http://de.dbpedia.org/resource/Variante,http://dbpedia.org/ontology/WrittenWork, 0.17763157,0.03289473
http://de.dbpedia.org/resource/Adelsbibliothek,http://dbpedia.org/ontology/Place, 0.25,0.125
http://dbpedia.org/resource/Auxiliary_ship,http://dbpedia.org/ontology/Ship, 0.33333334,0.0
http://de.dbpedia.org/resource/Inc,http://dbpedia.org/ontology/Software, 0.1923077,0.11538462
http://dbpedia.org/resource/County_of_Tyrol,http://dbpedia.org/ontology/Agent, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Netzwerk,http://dbpedia.org/ontology/Organisation, 0.1764706,0.05392158
http://de.dbpedia.org/resource/Entwicklungsprojekt,http://dbpedia.org/ontology/MeanOfTransportation, 0.33333334,0.0
http://dbpedia.org/resource/Child_(disambiguation),http://dbpedia.org/ontology/Non-ProfitOrganisation, 0.16666667,0.0
http://de.dbpedia.org/resource/Hassprediger,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Begging,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://dbpedia.org/resource/Ethnic_group,http://dbpedia.org/ontology/Place, 0.3181818,0.04545452
http://de.dbpedia.org/resource/Sagengestalt,http://dbpedia.org/ontology/Quote, 0.20833333,0.08333333
http://dbpedia.org/resource/Combat,http://dbpedia.org/ontology/MilitaryConflict, 0.2,0.06666666
http://de.dbpedia.org/resource/Serbe,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Lepidoptera,http://dbpedia.org/ontology/Species, 0.2,0.0
http://dbpedia.org/resource/Research_vessel,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://de.dbpedia.org/resource/Bergmassiv,http://dbpedia.org/ontology/Mountain, 0.23958333,0.14583333
http://dbpedia.org/resource/Ende,http://dbpedia.org/ontology/Place, 0.22968198,0.13780919
http://dbpedia.org/resource/Protagonist,http://dbpedia.org/ontology/Work, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Amateurfotograf,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://de.dbpedia.org/resource/Stadtautobahn,http://dbpedia.org/ontology/Road, 0.16666667,0.148148151
http://de.dbpedia.org/resource/Mountains,http://dbpedia.org/ontology/Mountain, 0.25,0.125
http://dbpedia.org/resource/Educational_game,http://dbpedia.org/ontology/Game, 0.2857143,0.14285715
http://dbpedia.org/resource/France,http://dbpedia.org/ontology/Person, 0.2,0.12631579
http://dbpedia.org/resource/Panama,http://dbpedia.org/ontology/Work, 0.0952381,0.0
http://dbpedia.org/resource/Punk_subculture,http://dbpedia.org/ontology/Band, 0.1875,0.125
http://de.dbpedia.org/resource/Beratungsstelle,http://dbpedia.org/ontology/Quote, 0.25,0.0
http://de.dbpedia.org/resource/Spezialistin,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://de.dbpedia.org/resource/Baustelle,http://dbpedia.org/ontology/Skyscraper, 0.21428572,0.142857145
http://dbpedia.org/resource/Proprietary_chapel,http://dbpedia.org/ontology/Place, 0.4,0.1
http://de.dbpedia.org/resource/Agentur,http://dbpedia.org/ontology/Place, 0.30357143,0.07142858
http://de.dbpedia.org/resource/Verlängerung,http://dbpedia.org/ontology/Place, 0.21052632,0.131578955
http://dbpedia.org/resource/Heidelberg,http://dbpedia.org/ontology/Organisation, 0.2,0.0
http://de.dbpedia.org/resource/Schriften,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Selbsthilfeorganisation,http://dbpedia.org/ontology/Non-ProfitOrganisation, 0.2,0.0
http://de.dbpedia.org/resource/Versuch,http://dbpedia.org/ontology/MilitaryConflict, 0.13829787,0.0106383
http://dbpedia.org/resource/Service,http://dbpedia.org/ontology/Work, 0.26666668,0.13333334
http://dbpedia.org/resource/Mio,http://dbpedia.org/ontology/Company, 0.2857143,0.14285715
http://de.dbpedia.org/resource/Missionswerk,http://dbpedia.org/ontology/Place, 0.25,0.0
http://de.dbpedia.org/resource/Schulen,http://dbpedia.org/ontology/School, 0.16666667,0.083333334
http://de.dbpedia.org/resource/Zone,http://dbpedia.org/ontology/Organisation, 0.23809524,0.14285714
http://dbpedia.org/resource/December,http://dbpedia.org/ontology/Place, 0.2195122,0.07317074
http://dbpedia.org/resource/Warsaw,http://dbpedia.org/ontology/WrittenWork, 0.18181819,0.0909091
http://dbpedia.org/resource/Seriousness,http://dbpedia.org/ontology/Quote, 0.16666667,0.0
http://de.dbpedia.org/resource/Fachbereich,http://dbpedia.org/ontology/WrittenWork, 0.2,0.1
http://dbpedia.org/resource/Haupt,http://dbpedia.org/ontology/Quote, 0.2,0.0
http://dbpedia.org/resource/Profession,http://dbpedia.org/ontology/Person, 0.27272728,0.09090909
http://de.dbpedia.org/resource/Ofensetzer,http://dbpedia.org/ontology/WrittenWork, 0.25,0.0
http://de.dbpedia.org/resource/Studentenorganisation,http://dbpedia.org/ontology/Non-ProfitOrganisation, 0.2,0.0
http://dbpedia.org/resource/Music_festival,http://dbpedia.org/ontology/MusicFestival, 0.27,0.145
http://dbpedia.org/resource/Catchment_area,http://dbpedia.org/ontology/River, 0.15789473,0.10526315
