originalType,mappedType,mappedConfidence,deltaToSecondBest
http://dbpedia.org/resource/Soldier,http://dbpedia.org/ontology/Person, 0.30769232,0.13461539
http://nl.dbpedia.org/resource/Prefectuur,http://dbpedia.org/ontology/Settlement, 0.25,0.075
http://dbpedia.org/resource/Italian,http://dbpedia.org/ontology/Work, 0.3,0.13333333
http://dbpedia.org/resource/Software_developer,http://dbpedia.org/ontology/Company, 0.25,0.125
http://dbpedia.org/resource/Given_name,http://dbpedia.org/ontology/GivenName, 0.21052632,0.10526316
http://nl.dbpedia.org/resource/Vertegenwoordiger,http://dbpedia.org/ontology/Animal, 0.17692308,0.1
http://dbpedia.org/resource/Fact,http://dbpedia.org/ontology/Species, 0.33333334,0.0
http://dbpedia.org/resource/February,http://dbpedia.org/ontology/Person, 0.115384616,0.057692308
http://dbpedia.org/resource/Borg,http://dbpedia.org/ontology/Building, 0.2,0.13333333
http://nl.dbpedia.org/resource/Spoorstation,http://dbpedia.org/ontology/RailwayStation, 0.13333334,0.06666667
http://nl.dbpedia.org/resource/Inspiratie,http://dbpedia.org/ontology/Artist, 0.14285715,0.071428575
http://dbpedia.org/resource/French_language,http://dbpedia.org/ontology/Athlete, 0.18042453,0.084905665
http://nl.dbpedia.org/resource/Auteurs,http://dbpedia.org/ontology/Person, 0.25,0.125
http://dbpedia.org/resource/Percussion_instrument,http://dbpedia.org/ontology/Name, 0.33333334,0.0
http://nl.dbpedia.org/resource/Exclave,http://dbpedia.org/ontology/Municipality, 0.074074075,0.0
http://dbpedia.org/resource/Enzyme,http://dbpedia.org/ontology/ChemicalCompound, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Verband,http://dbpedia.org/ontology/ReligiousOrganisation, 0.22222222,0.11111111
http://dbpedia.org/resource/Concentration_(disambiguation),http://dbpedia.org/ontology/Organisation, 0.25,0.125
http://dbpedia.org/resource/Love,http://dbpedia.org/ontology/Film, 0.18181819,0.0909091
http://nl.dbpedia.org/resource/Avontuur,http://dbpedia.org/ontology/ComicStrip, 0.2,0.1
http://dbpedia.org/resource/Idol,http://dbpedia.org/ontology/Person, 0.2,0.1
http://nl.dbpedia.org/resource/Vliegtuigen,http://dbpedia.org/ontology/Aircraft, 0.22222222,0.11111111
http://dbpedia.org/resource/Production_company,http://dbpedia.org/ontology/Company, 0.25,0.08333333
http://dbpedia.org/resource/R_(disambiguation),http://dbpedia.org/ontology/MusicalArtist, 0.15986395,0.129251705
http://dbpedia.org/resource/Music_(disambiguation),http://dbpedia.org/ontology/Single, 0.14285715,0.0
http://dbpedia.org/resource/AZ,http://dbpedia.org/ontology/Agent, 0.25,0.125
http://nl.dbpedia.org/resource/Voorbeeld,http://dbpedia.org/ontology/Church, 0.12244898,0.081632654
http://dbpedia.org/resource/German_language,http://dbpedia.org/ontology/SoccerPlayer, 0.13903743,0.0973262
http://nl.dbpedia.org/resource/Professional,http://dbpedia.org/ontology/Athlete, 0.25170067,0.10884352
http://nl.dbpedia.org/resource/Luthers,http://dbpedia.org/ontology/Church, 0.16666667,0.111111114
http://dbpedia.org/resource/Poppet_valve,http://dbpedia.org/ontology/Instrument, 0.33333334,0.0
http://dbpedia.org/resource/Century,http://dbpedia.org/ontology/Dog, 0.125,0.0
http://nl.dbpedia.org/resource/Natuuronderzoeker,http://dbpedia.org/ontology/Scientist, 0.23170732,0.12195122
http://nl.dbpedia.org/resource/Grafmonument,http://dbpedia.org/ontology/Sculpture, 0.15384616,0.0
http://nl.dbpedia.org/resource/Latijnse,http://dbpedia.org/ontology/Cardinal, 0.16666667,0.0
http://nl.dbpedia.org/resource/Librettist,http://dbpedia.org/ontology/Person, 0.25,0.125
http://nl.dbpedia.org/resource/Keer,http://dbpedia.org/ontology/TelevisionShow, 0.1724138,0.13793104
http://dbpedia.org/resource/Trumpet,http://dbpedia.org/ontology/Instrument, 0.16666667,0.0
http://dbpedia.org/resource/Maat_(disambiguation),http://dbpedia.org/ontology/Single, 0.2,0.0
http://nl.dbpedia.org/resource/Schipper,http://dbpedia.org/ontology/Person, 0.2,0.0
http://dbpedia.org/resource/De_Vocht,http://dbpedia.org/ontology/Actor, 0.16666667,0.0
http://nl.dbpedia.org/resource/Techniek,http://dbpedia.org/ontology/Person, 0.18181819,0.0909091
http://dbpedia.org/resource/Clock_tower,http://dbpedia.org/ontology/Building, 0.1875,0.0625
http://nl.dbpedia.org/resource/Artiestennaam,http://dbpedia.org/ontology/MusicalArtist, 0.17142858,0.10857144
http://nl.dbpedia.org/resource/Federatie,http://dbpedia.org/ontology/Country, 0.16949153,0.01694916
http://nl.dbpedia.org/resource/Christusbeeld,http://dbpedia.org/ontology/Sculpture, 0.16666667,0.0
http://dbpedia.org/resource/Anticoagulant,http://dbpedia.org/ontology/Drug, 0.33333334,0.0
http://nl.dbpedia.org/resource/Bezienswaardigheid,http://dbpedia.org/ontology/Settlement, 0.18181819,0.0909091
http://nl.dbpedia.org/resource/Waterloop,http://dbpedia.org/ontology/River, 0.101123594,0.011235954
http://dbpedia.org/resource/Markt,http://dbpedia.org/ontology/Building, 0.16666667,0.083333334
http://dbpedia.org/resource/Munich,http://dbpedia.org/ontology/Organisation, 0.18181819,0.0909091
http://nl.dbpedia.org/resource/Beheer,http://dbpedia.org/ontology/Place, 0.16666667,0.083333334
http://nl.dbpedia.org/resource/Woontoren,http://dbpedia.org/ontology/Skyscraper, 0.17333333,0.146666663
http://nl.dbpedia.org/resource/Rooms-katholiek,http://dbpedia.org/ontology/ChristianBishop, 0.16666667,0.111111114
http://dbpedia.org/resource/Camera_operator,http://dbpedia.org/ontology/Imdb, 0.33333334,0.04761904
http://nl.dbpedia.org/resource/Emeritus,http://dbpedia.org/ontology/Scientist, 0.18333334,0.100000004
http://dbpedia.org/resource/Hong_Kong,http://dbpedia.org/ontology/Film, 0.14285715,0.071428575
http://dbpedia.org/resource/Spanish_language,http://dbpedia.org/ontology/Work, 0.22222222,0.11111111
http://dbpedia.org/resource/Annals,http://dbpedia.org/ontology/Family, 0.33333334,0.0
http://nl.dbpedia.org/resource/Illustratrice,http://dbpedia.org/ontology/Artist, 0.25,0.125
http://dbpedia.org/resource/Monaco,http://dbpedia.org/ontology/Family, 0.25,0.125
http://dbpedia.org/resource/Power,http://dbpedia.org/ontology/Band, 0.16666667,0.0
http://dbpedia.org/resource/Sound_(disambiguation),http://dbpedia.org/ontology/Sea, 0.125,0.0
http://nl.dbpedia.org/resource/Kantoorgebouw,http://dbpedia.org/ontology/Building, 0.27272728,0.14685315
http://nl.dbpedia.org/resource/Japanse,http://dbpedia.org/ontology/Automobile, 0.25,0.0
http://dbpedia.org/resource/Human,http://dbpedia.org/ontology/Artist, 0.25,0.125
http://nl.dbpedia.org/resource/Kranten,http://dbpedia.org/ontology/Newspaper, 0.22222222,0.11111111
http://dbpedia.org/resource/March,http://dbpedia.org/ontology/Agent, 0.19594595,0.0945946
http://dbpedia.org/resource/Ring,http://dbpedia.org/ontology/Road, 0.12244898,0.06122449
http://dbpedia.org/resource/Partner,http://dbpedia.org/ontology/Album, 0.14285715,0.0
http://nl.dbpedia.org/resource/Liederen,http://dbpedia.org/ontology/MusicalArtist, 0.1764706,0.05882354
http://nl.dbpedia.org/resource/Wezen,http://dbpedia.org/ontology/FictionalCharacter, 0.21052632,0.05263159
http://nl.dbpedia.org/resource/Buikspreker,http://dbpedia.org/ontology/Imdb, 0.2,0.0
http://dbpedia.org/resource/Live,http://dbpedia.org/ontology/Artist, 0.2,0.1
http://dbpedia.org/resource/David_(disambiguation),http://dbpedia.org/ontology/MusicalWork, 0.14285715,0.071428575
http://dbpedia.org/resource/Translation,http://dbpedia.org/ontology/Book, 0.17021276,0.12765957
http://nl.dbpedia.org/resource/Taalkundige,http://dbpedia.org/ontology/Person, 0.30526316,0.14736843
http://nl.dbpedia.org/resource/Geofysicus,http://dbpedia.org/ontology/Scientist, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Lichaam,http://dbpedia.org/ontology/Settlement, 0.11111111,0.037037035
http://dbpedia.org/resource/Word,http://dbpedia.org/ontology/Disease, 0.125,0.0
http://nl.dbpedia.org/resource/Waarde,http://dbpedia.org/ontology/Place, 0.15789473,0.05263157
http://dbpedia.org/resource/Hebrew_(disambiguation),http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Brazil,http://dbpedia.org/ontology/SoccerPlayer, 0.11627907,0.046511625
http://nl.dbpedia.org/resource/Opnamestudio,http://dbpedia.org/ontology/Agent, 0.25,0.125
http://nl.dbpedia.org/resource/Verwijzing,http://dbpedia.org/ontology/Film, 0.14285715,0.0
http://dbpedia.org/resource/Martin,http://dbpedia.org/ontology/TelevisionShow, 0.16666667,0.0
http://dbpedia.org/resource/Hydroelectricity,http://dbpedia.org/ontology/Place, 0.29032257,0.12903225
http://dbpedia.org/resource/Offshore_radio,http://dbpedia.org/ontology/RadioStation, 0.16666667,0.0
http://dbpedia.org/resource/Science_(journal),http://dbpedia.org/ontology/Book, 0.25,0.125
http://dbpedia.org/resource/Cacography,http://dbpedia.org/ontology/Settlement, 0.16,0.12
http://nl.dbpedia.org/resource/Toren,http://dbpedia.org/ontology/ArchitecturalStructure, 0.278481,0.12658227
http://dbpedia.org/resource/Hub,http://dbpedia.org/ontology/Place, 0.2,0.1
http://dbpedia.org/resource/Ronde,http://dbpedia.org/ontology/CyclingRace, 0.06451613,0.0
http://dbpedia.org/resource/Wales,http://dbpedia.org/ontology/Actor, 0.09090909,0.045454543
http://nl.dbpedia.org/resource/Ontslag,http://dbpedia.org/ontology/Person, 0.25714287,0.142857155
http://dbpedia.org/resource/Description,http://dbpedia.org/ontology/Name, 0.15384616,0.07692308
http://nl.dbpedia.org/resource/Filmdistributeur,http://dbpedia.org/ontology/Agent, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Selectie,http://dbpedia.org/ontology/Species, 0.16666667,0.0
http://dbpedia.org/resource/Shaw,http://dbpedia.org/ontology/Single, 0.16666667,0.0
http://dbpedia.org/resource/D_(disambiguation),http://dbpedia.org/ontology/VideoGame, 0.17,0.1
http://nl.dbpedia.org/resource/Californische,http://dbpedia.org/ontology/Band, 0.16666667,0.083333334
http://dbpedia.org/resource/Farmhouse,http://dbpedia.org/ontology/Building, 0.19858156,0.14893617
http://dbpedia.org/resource/Rode,http://dbpedia.org/ontology/ChemicalCompound, 0.18181819,0.0909091
http://dbpedia.org/resource/Punk,http://dbpedia.org/ontology/Band, 0.15789473,0.10526315
http://nl.dbpedia.org/resource/Einde,http://dbpedia.org/ontology/MilitaryConflict, 0.0952381,0.0
http://dbpedia.org/resource/Labour,http://dbpedia.org/ontology/MusicalWork, 0.13114753,0.06557376
http://dbpedia.org/resource/Dynasty,http://dbpedia.org/ontology/Country, 0.19402985,0.07462687
http://nl.dbpedia.org/resource/Filmproductie,http://dbpedia.org/ontology/Film, 0.33333334,0.0
http://dbpedia.org/resource/October,http://dbpedia.org/ontology/Agent, 0.1438849,0.05035972
http://nl.dbpedia.org/resource/Filmtheater,http://dbpedia.org/ontology/ArchitecturalStructure, 0.25,0.125
http://dbpedia.org/resource/Information,http://dbpedia.org/ontology/MilitaryConflict, 0.1,0.0
http://dbpedia.org/resource/Traffic,http://dbpedia.org/ontology/Place, 0.2857143,0.14285715
http://dbpedia.org/resource/Abt,http://dbpedia.org/ontology/Priest, 0.18181819,0.0909091
http://nl.dbpedia.org/resource/Luik,http://dbpedia.org/ontology/Company, 0.16666667,0.0
http://dbpedia.org/resource/Polder,http://dbpedia.org/ontology/DistrictWaterBoard, 0.1544679,0.134261344
http://dbpedia.org/resource/Malta_(disambiguation),http://dbpedia.org/ontology/SoccerPlayer, 0.125,0.0625
http://nl.dbpedia.org/resource/Sporthal,http://dbpedia.org/ontology/ArchitecturalStructure, 0.33333334,0.13333334
http://dbpedia.org/resource/Music_group,http://dbpedia.org/ontology/Band, 0.16129032,0.09677419
http://nl.dbpedia.org/resource/Eesti,http://dbpedia.org/ontology/Company, 0.2,0.0
http://nl.dbpedia.org/resource/Omroepvereniging,http://dbpedia.org/ontology/BroadcastNetwork, 0.16666667,0.083333334
http://dbpedia.org/resource/Statute,http://dbpedia.org/ontology/ArchitecturalStructure, 0.2,0.1
http://nl.dbpedia.org/resource/Prediker,http://dbpedia.org/ontology/Person, 0.25,0.125
http://nl.dbpedia.org/resource/Timmerman,http://dbpedia.org/ontology/Person, 0.2,0.06666666
http://nl.dbpedia.org/resource/Romancier,http://dbpedia.org/ontology/Writer, 0.22222222,0.11111111
http://dbpedia.org/resource/South,http://dbpedia.org/ontology/Place, 0.13333334,0.06666667
http://dbpedia.org/resource/NET,http://dbpedia.org/ontology/Cemetery, 0.25,0.0
http://nl.dbpedia.org/resource/Association,http://dbpedia.org/ontology/Agent, 0.25,0.125
http://nl.dbpedia.org/resource/Samenvoeging,http://dbpedia.org/ontology/DistrictWaterBoard, 0.125,0.0625
http://nl.dbpedia.org/resource/Koerdische,http://dbpedia.org/ontology/Person, 0.17948718,0.128205128
http://dbpedia.org/resource/Start,http://dbpedia.org/ontology/Website, 0.2,0.0
http://dbpedia.org/resource/Workshop,http://dbpedia.org/ontology/ArchitecturalStructure, 0.2857143,0.14285715
http://dbpedia.org/resource/Pot_(disambiguation),http://dbpedia.org/ontology/Politician, 0.14285715,0.0
http://dbpedia.org/resource/Hamburg,http://dbpedia.org/ontology/Person, 0.22222222,0.11111111
http://dbpedia.org/resource/Kuala_(disambiguation),http://dbpedia.org/ontology/Airport, 0.2,0.0
http://nl.dbpedia.org/resource/Omroeper,http://dbpedia.org/ontology/Presenter, 0.2,0.1
http://nl.dbpedia.org/resource/Cut,http://dbpedia.org/ontology/Album, 0.125,0.0
http://dbpedia.org/resource/Jan,http://dbpedia.org/ontology/Agent, 0.25925925,0.1111111
http://dbpedia.org/resource/Commander-in-chief,http://dbpedia.org/ontology/Person, 0.33333334,0.14285714
http://nl.dbpedia.org/resource/Visagist,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Edelen,http://dbpedia.org/ontology/Family, 0.2857143,0.14285715
http://dbpedia.org/resource/Flint_(disambiguation),http://dbpedia.org/ontology/Artist, 0.25,0.125
http://nl.dbpedia.org/resource/Boliviaanse,http://dbpedia.org/ontology/SoccerClub, 0.15853658,0.09756097
http://dbpedia.org/resource/Italy,http://dbpedia.org/ontology/Dog, 0.11764706,0.02941176
http://nl.dbpedia.org/resource/Havenplaats,http://dbpedia.org/ontology/Settlement, 0.18309858,0.11267604
http://dbpedia.org/resource/France,http://dbpedia.org/ontology/Dog, 0.15697674,0.110465112
http://nl.dbpedia.org/resource/Revolutionair,http://dbpedia.org/ontology/Person, 0.2857143,0.07142858
http://dbpedia.org/resource/Voice-over,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Theatre_(disambiguation),http://dbpedia.org/ontology/ArchitecturalStructure, 0.24647887,0.11971831
http://dbpedia.org/resource/Era,http://dbpedia.org/ontology/Country, 0.25,0.0
http://nl.dbpedia.org/resource/Etnomusicoloog,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Films,http://dbpedia.org/ontology/Actor, 0.13846155,0.01538463
http://nl.dbpedia.org/resource/Leeuwarden,http://dbpedia.org/ontology/Company, 0.14285715,0.0
http://nl.dbpedia.org/resource/Uitvinder,http://dbpedia.org/ontology/Person, 0.3243243,0.1351351
http://dbpedia.org/resource/Clown,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Missie,http://dbpedia.org/ontology/MilitaryConflict, 0.25,0.125
http://dbpedia.org/resource/Type_species,http://dbpedia.org/ontology/Animal, 0.22580644,0.12903225
http://nl.dbpedia.org/resource/Econometrist,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Kayseri,http://dbpedia.org/ontology/SoccerPlayer, 0.16666667,0.083333334
http://dbpedia.org/resource/Service,http://dbpedia.org/ontology/Software, 0.23809524,0.14285714
http://dbpedia.org/resource/December,http://dbpedia.org/ontology/Municipality, 0.106583074,0.018808784
http://nl.dbpedia.org/resource/Humorist,http://dbpedia.org/ontology/Imdb, 0.2,0.0
http://dbpedia.org/resource/Centimetre,http://dbpedia.org/ontology/Animal, 0.18181819,0.0909091
http://nl.dbpedia.org/resource/Bioloog,http://dbpedia.org/ontology/Person, 0.33802816,0.14084506
http://dbpedia.org/resource/Protein,http://dbpedia.org/ontology/Drug, 0.33333334,0.0
http://nl.dbpedia.org/resource/Antropologe,http://dbpedia.org/ontology/Artist, 0.18181819,0.0909091
http://dbpedia.org/resource/Reek,http://dbpedia.org/ontology/Work, 0.10211267,0.02816901
http://nl.dbpedia.org/resource/Kinderen,http://dbpedia.org/ontology/Imdb, 0.15384616,0.0
http://nl.dbpedia.org/resource/Zaak,http://dbpedia.org/ontology/Person, 0.125,0.0
http://nl.dbpedia.org/resource/Vorming,http://dbpedia.org/ontology/Artist, 0.2,0.0
http://dbpedia.org/resource/Symbol,http://dbpedia.org/ontology/Bird, 0.11111111,0.0
http://nl.dbpedia.org/resource/Stoppen,http://dbpedia.org/ontology/BasketballPlayer, 0.16666667,0.0
http://dbpedia.org/resource/Belgium,http://dbpedia.org/ontology/Artist, 0.11111111,0.04444444
http://nl.dbpedia.org/resource/Gele,http://dbpedia.org/ontology/ChemicalCompound, 0.25,0.0
http://nl.dbpedia.org/resource/Openlucht,http://dbpedia.org/ontology/SportFacility, 0.2,0.0
http://dbpedia.org/resource/Scott,http://dbpedia.org/ontology/Agent, 0.18181819,0.0909091
http://nl.dbpedia.org/resource/Koningin,http://dbpedia.org/ontology/Family, 0.32051283,0.14957265
http://nl.dbpedia.org/resource/Commanderij,http://dbpedia.org/ontology/Monastery, 0.11111111,0.055555554
http://dbpedia.org/resource/Electronics,http://dbpedia.org/ontology/Single, 0.0952381,0.0
http://dbpedia.org/resource/Death_(disambiguation),http://dbpedia.org/ontology/Band, 0.2,0.13333333
http://nl.dbpedia.org/resource/Schakel,http://dbpedia.org/ontology/Canal, 0.16666667,0.125000002
http://dbpedia.org/resource/Drum_(disambiguation),http://dbpedia.org/ontology/Band, 0.16666667,0.083333334
http://nl.dbpedia.org/resource/Gedichten,http://dbpedia.org/ontology/Writer, 0.1764706,0.05882354
http://dbpedia.org/resource/Cape_Verde,http://dbpedia.org/ontology/Place, 0.22222222,0.11111111
http://nl.dbpedia.org/resource/Streven,http://dbpedia.org/ontology/MilitaryConflict, 0.14285715,0.0
http://dbpedia.org/resource/Z_(disambiguation),http://dbpedia.org/ontology/Agent, 0.18181819,0.0909091
http://dbpedia.org/resource/Best,_Netherlands,http://dbpedia.org/ontology/Album, 0.114285715,0.028571425
http://nl.dbpedia.org/resource/Kunstschaatser,http://dbpedia.org/ontology/Athlete, 0.23404256,0.12765958
http://nl.dbpedia.org/resource/La,http://dbpedia.org/ontology/Place, 0.18181819,0.0909091
http://nl.dbpedia.org/resource/Eén,http://dbpedia.org/ontology/TelevisionShow, 0.16666667,0.0
http://nl.dbpedia.org/resource/Werkzaamheden,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Stadium_(disambiguation),http://dbpedia.org/ontology/Person, 0.2,0.0
http://nl.dbpedia.org/resource/Goochelaar,http://dbpedia.org/ontology/MusicalArtist, 0.16666667,0.083333334
http://dbpedia.org/resource/Gelderland,http://dbpedia.org/ontology/Lake, 0.125,0.0625
http://nl.dbpedia.org/resource/Deelnemer,http://dbpedia.org/ontology/Athlete, 0.2,0.0
http://dbpedia.org/resource/Senegal,http://dbpedia.org/ontology/Person, 0.25,0.125
http://nl.dbpedia.org/resource/Aartsbisdom,http://dbpedia.org/ontology/Diocese, 0.13461539,0.09615385
http://dbpedia.org/resource/Ridder,http://dbpedia.org/ontology/Agent, 0.28125,0.125
http://nl.dbpedia.org/resource/Elpee,http://dbpedia.org/ontology/Album, 0.22222222,0.11111111
http://dbpedia.org/resource/Koopman,http://dbpedia.org/ontology/Person, 0.3243243,0.14864862
http://dbpedia.org/resource/Hip_hop_music,http://dbpedia.org/ontology/Agent, 0.23404256,0.12765958
http://nl.dbpedia.org/resource/Toneel,http://dbpedia.org/ontology/Actor, 0.16666667,0.1
http://dbpedia.org/resource/Hof,http://dbpedia.org/ontology/GatedCommunity, 0.25,0.0
http://nl.dbpedia.org/resource/Bodybuilder,http://dbpedia.org/ontology/Wrestler, 0.13333334,0.06666667
http://nl.dbpedia.org/resource/The,http://dbpedia.org/ontology/Wrestler, 0.14285715,0.0
http://dbpedia.org/resource/Existence,http://dbpedia.org/ontology/SoccerClub, 0.104166664,0.041666664
http://dbpedia.org/resource/Metro,http://dbpedia.org/ontology/Station, 0.15384616,0.07692308
http://dbpedia.org/resource/Autobiography,http://dbpedia.org/ontology/Book, 0.2,0.13333333
http://nl.dbpedia.org/resource/Aansluiting,http://dbpedia.org/ontology/RoadJunction, 0.13333334,0.06666667
http://dbpedia.org/resource/Origin,http://dbpedia.org/ontology/Place, 0.0969163,0.01321586
http://nl.dbpedia.org/resource/Skiester,http://dbpedia.org/ontology/WinterSportPlayer, 0.16666667,0.083333334
http://nl.dbpedia.org/resource/Marinebasis,http://dbpedia.org/ontology/Place, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Fans,http://dbpedia.org/ontology/Imdb, 0.25,0.0
http://nl.dbpedia.org/resource/Sjiitische,http://dbpedia.org/ontology/Organisation, 0.2857143,0.14285715
http://dbpedia.org/resource/Werk,http://dbpedia.org/ontology/Person, 0.20449439,0.10786518
http://nl.dbpedia.org/resource/Coumarinederivaat,http://dbpedia.org/ontology/ChemicalCompound, 0.33333334,0.0
http://nl.dbpedia.org/resource/Zus,http://dbpedia.org/ontology/Person, 0.21428572,0.12857143
http://dbpedia.org/resource/Office,http://dbpedia.org/ontology/Building, 0.2,0.1
http://nl.dbpedia.org/resource/Kolk,http://dbpedia.org/ontology/Comic, 0.14285715,0.0
http://nl.dbpedia.org/resource/Ontwerpen,http://dbpedia.org/ontology/Person, 0.22222222,0.11111111
http://nl.dbpedia.org/resource/Plaat,http://dbpedia.org/ontology/Album, 0.2,0.1
http://dbpedia.org/resource/Screenwriter,http://dbpedia.org/ontology/Imdb, 0.32978722,0.10638296
http://dbpedia.org/resource/Abbreviation,http://dbpedia.org/ontology/ChemicalCompound, 0.22222222,0.11111111
http://nl.dbpedia.org/resource/Ambachtsheer,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Format,http://dbpedia.org/ontology/NationalFootballLeagueEvent, 0.16666667,0.0
http://nl.dbpedia.org/resource/International,http://dbpedia.org/ontology/Agent, 0.16129032,0.06451613
http://nl.dbpedia.org/resource/Legerarts,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://nl.dbpedia.org/resource/Filmrecensent,http://dbpedia.org/ontology/Presenter, 0.22222222,0.11111111
http://nl.dbpedia.org/resource/Zuidelijke,http://dbpedia.org/ontology/PopulatedPlace, 0.22222222,0.11111111
http://dbpedia.org/resource/Success,http://dbpedia.org/ontology/Athlete, 0.13,0.01
http://dbpedia.org/resource/Autodidacticism,http://dbpedia.org/ontology/Person, 0.31428573,0.14285715
http://dbpedia.org/resource/National,http://dbpedia.org/ontology/ProtectedArea, 0.33333334,0.0
http://dbpedia.org/resource/Area_(country_subdivision),http://dbpedia.org/ontology/PopulatedPlace, 0.23529412,0.1372549
http://dbpedia.org/resource/Puppeteer,http://dbpedia.org/ontology/Artist, 0.23529412,0.11764706
