originalType,mappedType,mappedConfidence,deltaToSecondBest
http://dbpedia.org/resource/Carlsson,http://dbpedia.org/ontology/GolfPlayer, 0.18181819,0.0909091
http://dbpedia.org/resource/Conversion,http://dbpedia.org/ontology/MeanOfTransportation, 0.16129032,0.03225807
http://dbpedia.org/resource/Demersal,http://dbpedia.org/ontology/Animal, 0.2857143,0.14285715
http://dbpedia.org/resource/Yard,http://dbpedia.org/ontology/Place, 0.19444445,0.08333334
http://dbpedia.org/resource/Breakbeat,http://dbpedia.org/ontology/Single, 0.14285715,0.0
http://dbpedia.org/resource/Feet,http://dbpedia.org/ontology/Building, 0.13253012,0.072289155
http://dbpedia.org/resource/Relationship,http://dbpedia.org/ontology/Person, 0.16666667,0.083333334
http://dbpedia.org/resource/Infraorder,http://dbpedia.org/ontology/Animal, 0.2551724,0.11034481
http://dbpedia.org/resource/Morocco,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Anglican,http://dbpedia.org/ontology/Person, 0.22988506,0.13793104
http://dbpedia.org/resource/Medley,http://dbpedia.org/ontology/Single, 0.14545454,0.01818181
http://dbpedia.org/resource/Kolkata,http://dbpedia.org/ontology/Agent, 0.26666668,0.13333334
http://dbpedia.org/resource/Literacy,http://dbpedia.org/ontology/Person, 0.2,0.0
http://dbpedia.org/resource/Kochi,http://dbpedia.org/ontology/Writer, 0.14285715,0.0
http://dbpedia.org/resource/Meter,http://dbpedia.org/ontology/Place, 0.23529412,0.11764706
http://dbpedia.org/resource/Campus,http://dbpedia.org/ontology/University, 0.17493473,0.12793734
http://dbpedia.org/resource/Dealership,http://dbpedia.org/ontology/Company, 0.23529412,0.11764706
http://dbpedia.org/resource/Aerialist,http://dbpedia.org/ontology/Athlete, 0.2,0.1
http://dbpedia.org/resource/Table,http://dbpedia.org/ontology/Software, 0.12,0.04
http://dbpedia.org/resource/Podcast,http://dbpedia.org/ontology/TelevisionShow, 0.2,0.08
http://dbpedia.org/resource/Platform,http://dbpedia.org/ontology/Company, 0.15721649,0.01632302
http://dbpedia.org/resource/Tekke,http://dbpedia.org/ontology/SoccerClubSeason, 0.2,0.1
http://dbpedia.org/resource/Path,http://dbpedia.org/ontology/Place, 0.2857143,0.14285715
http://dbpedia.org/resource/Ballroom,http://dbpedia.org/ontology/Person, 0.23809524,0.14285714
http://dbpedia.org/resource/Versions,http://dbpedia.org/ontology/Work, 0.22222222,0.02222222
http://dbpedia.org/resource/Humor,http://dbpedia.org/ontology/Magazine, 0.16666667,0.0
http://dbpedia.org/resource/Vermont,http://dbpedia.org/ontology/Agent, 0.3043478,0.13043475
http://dbpedia.org/resource/Fifty,http://dbpedia.org/ontology/Mountain, 0.16666667,0.0
http://dbpedia.org/resource/Search,http://dbpedia.org/ontology/Organisation, 0.22222222,0.12962963
http://dbpedia.org/resource/Villar,http://dbpedia.org/ontology/Athlete, 0.25,0.125
http://dbpedia.org/resource/Canberra,http://dbpedia.org/ontology/Band, 0.14285715,0.0952381
http://dbpedia.org/resource/Achievements,http://dbpedia.org/ontology/MilitaryConflict, 0.2,0.0
http://dbpedia.org/resource/Dumas,http://dbpedia.org/ontology/Athlete, 0.18181819,0.0909091
http://dbpedia.org/resource/Approx,http://dbpedia.org/ontology/Settlement, 0.2,0.1
http://dbpedia.org/resource/L,http://dbpedia.org/ontology/Person, 0.114583336,0.03125
http://dbpedia.org/resource/NASCAR,http://dbpedia.org/ontology/NascarDriver, 0.13333334,0.116666672
http://dbpedia.org/resource/Spiritual,http://dbpedia.org/ontology/Song, 0.175,0.025
http://dbpedia.org/resource/Songwriter,http://dbpedia.org/ontology/Person, 0.3125443,0.1383416
http://dbpedia.org/resource/Occasion,http://dbpedia.org/ontology/MilitaryConflict, 0.16666667,0.0
http://dbpedia.org/resource/NHRA,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Brighton,http://dbpedia.org/ontology/Agent, 0.1923077,0.076923084
http://dbpedia.org/resource/Scar,http://dbpedia.org/ontology/AnatomicalStructure, 0.25,0.0
http://dbpedia.org/resource/Ecuadorian,http://dbpedia.org/ontology/Person, 0.25,0.1
http://dbpedia.org/resource/Qawwal,http://dbpedia.org/ontology/Person, 0.3125,0.125
http://dbpedia.org/resource/Aviv,http://dbpedia.org/ontology/Company, 0.22222222,0.11111111
http://dbpedia.org/resource/Flat,http://dbpedia.org/ontology/Muscle, 0.1904762,0.04761905
http://dbpedia.org/resource/Warrant,http://dbpedia.org/ontology/Single, 0.15384616,0.07692308
http://dbpedia.org/resource/Fall,http://dbpedia.org/ontology/Album, 0.22222222,0.11111111
http://dbpedia.org/resource/Cloud,http://dbpedia.org/ontology/Company, 0.19565217,0.06521739
http://dbpedia.org/resource/Moldovan,http://dbpedia.org/ontology/Person, 0.28,0.12
http://dbpedia.org/resource/McGee,http://dbpedia.org/ontology/Person, 0.22222222,0.11111111
http://dbpedia.org/resource/Ska,http://dbpedia.org/ontology/Band, 0.17142858,0.10476191
http://dbpedia.org/resource/Australian,http://dbpedia.org/ontology/Person, 0.21518987,0.08860759
http://dbpedia.org/resource/Celtic,http://dbpedia.org/ontology/Person, 0.18181819,0.0909091
http://dbpedia.org/resource/Bases,http://dbpedia.org/ontology/Airport, 0.11111111,0.0
http://dbpedia.org/resource/Sick,http://dbpedia.org/ontology/Album, 0.21428572,0.142857145
http://dbpedia.org/resource/Pyramidal,http://dbpedia.org/ontology/Mountain, 0.2,0.0
http://dbpedia.org/resource/Coiffeur,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Predecessor,http://dbpedia.org/ontology/Company, 0.13559322,0.084745764
http://dbpedia.org/resource/Polymers,http://dbpedia.org/ontology/ChemicalCompound, 0.33333334,0.0
http://dbpedia.org/resource/Wagonway,http://dbpedia.org/ontology/Tunnel, 0.16666667,0.0
http://dbpedia.org/resource/Horne,http://dbpedia.org/ontology/Person, 0.2,0.0
http://dbpedia.org/resource/Jenkins,http://dbpedia.org/ontology/Person, 0.21052632,0.10526316
http://dbpedia.org/resource/Breakdown,http://dbpedia.org/ontology/AnatomicalStructure, 0.2,0.0
http://dbpedia.org/resource/Herbivores,http://dbpedia.org/ontology/Animal, 0.25,0.125
http://dbpedia.org/resource/Enduro,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Bossert,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Louisville,http://dbpedia.org/ontology/Organisation, 0.13043478,0.06521739
http://dbpedia.org/resource/Polypeptide,http://dbpedia.org/ontology/Protein, 0.3125,0.125
http://dbpedia.org/resource/Casino,http://dbpedia.org/ontology/Place, 0.1923077,0.076923084
http://dbpedia.org/resource/Hagen,http://dbpedia.org/ontology/Person, 0.25,0.125
http://dbpedia.org/resource/Wargame,http://dbpedia.org/ontology/Game, 0.21428572,0.03809524
http://dbpedia.org/resource/Ideas,http://dbpedia.org/ontology/Company, 0.16666667,0.0
http://dbpedia.org/resource/Love,http://dbpedia.org/ontology/MusicalWork, 0.2,0.1
http://dbpedia.org/resource/Endemic,http://dbpedia.org/ontology/Animal, 0.25,0.125
http://dbpedia.org/resource/Idol,http://dbpedia.org/ontology/Artist, 0.17885117,0.08877284
http://dbpedia.org/resource/Racer,http://dbpedia.org/ontology/Athlete, 0.20326838,0.09499258
http://dbpedia.org/resource/Prelude,http://dbpedia.org/ontology/ClassicalMusicComposition, 0.2,0.06666666
http://dbpedia.org/resource/Budapest,http://dbpedia.org/ontology/Organisation, 0.22222222,0.11111111
http://dbpedia.org/resource/Ability,http://dbpedia.org/ontology/Disease, 0.25,0.0
http://dbpedia.org/resource/Tools,http://dbpedia.org/ontology/Organisation, 0.2,0.1
http://dbpedia.org/resource/Portuguese,http://dbpedia.org/ontology/Person, 0.2538157,0.11475409
http://dbpedia.org/resource/González,http://dbpedia.org/ontology/Person, 0.3,0.13333333
http://dbpedia.org/resource/Poole,http://dbpedia.org/ontology/Person, 0.25,0.125
http://dbpedia.org/resource/Gallagher,http://dbpedia.org/ontology/Album, 0.23076923,0.07692307
http://dbpedia.org/resource/Quarterly,http://dbpedia.org/ontology/PeriodicalLiterature, 0.25,0.10714285
http://dbpedia.org/resource/Festival,http://dbpedia.org/ontology/MusicFestival, 0.171123,0.06799084
http://dbpedia.org/resource/Rank,http://dbpedia.org/ontology/Plant, 0.1627907,0.02325581
http://dbpedia.org/resource/Benoit,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Touring,http://dbpedia.org/ontology/Person, 0.25,0.125
http://dbpedia.org/resource/Leg,http://dbpedia.org/ontology/HorseRace, 0.14285715,0.0952381
http://dbpedia.org/resource/Hyde,http://dbpedia.org/ontology/Single, 0.2,0.0
http://dbpedia.org/resource/McCarty,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Forwarder,http://dbpedia.org/ontology/SoccerPlayer, 0.16666667,0.0
http://dbpedia.org/resource/Highpoint,http://dbpedia.org/ontology/Mountain, 0.25,0.0
http://dbpedia.org/resource/Lodge,http://dbpedia.org/ontology/Place, 0.25,0.125
http://dbpedia.org/resource/Toxic,http://dbpedia.org/ontology/Amphibian, 0.125,0.0
http://dbpedia.org/resource/Room,http://dbpedia.org/ontology/Building, 0.18181819,0.11363637
http://dbpedia.org/resource/Cup,http://dbpedia.org/ontology/SportsEvent, 0.1512792,0.08008899
http://dbpedia.org/resource/Constantin,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Yonkers,http://dbpedia.org/ontology/Agent, 0.22222222,0.11111111
http://dbpedia.org/resource/Terraces,http://dbpedia.org/ontology/Place, 0.2857143,0.14285715
http://dbpedia.org/resource/Public,http://dbpedia.org/ontology/EducationalInstitution, 0.15779817,0.06422019
http://dbpedia.org/resource/Alternative,http://dbpedia.org/ontology/Band, 0.11382114,0.04065041
http://dbpedia.org/resource/Eclectic,http://dbpedia.org/ontology/Agent, 0.2857143,0.14285715
http://dbpedia.org/resource/Endo,http://dbpedia.org/ontology/Athlete, 0.22222222,0.11111111
http://dbpedia.org/resource/Intelligence,http://dbpedia.org/ontology/Agent, 0.32467532,0.12987013
http://dbpedia.org/resource/Perth,http://dbpedia.org/ontology/Agent, 0.25,0.125
http://dbpedia.org/resource/Genus,http://dbpedia.org/ontology/Animal, 0.2631579,0.10526317
http://dbpedia.org/resource/Heller,http://dbpedia.org/ontology/Book, 0.2,0.0
http://dbpedia.org/resource/Powers,http://dbpedia.org/ontology/MilitaryConflict, 0.16666667,0.0
http://dbpedia.org/resource/Brisbane,http://dbpedia.org/ontology/Organisation, 0.12962963,0.055555555
http://dbpedia.org/resource/Incarnation,http://dbpedia.org/ontology/Person, 0.114754096,0.049180326
http://dbpedia.org/resource/Barracks,http://dbpedia.org/ontology/MilitaryStructure, 0.1627907,0.04651163
http://dbpedia.org/resource/Colbert,http://dbpedia.org/ontology/GolfPlayer, 0.16666667,0.0
http://dbpedia.org/resource/B,http://dbpedia.org/ontology/Agent, 0.10638298,0.02836879
http://dbpedia.org/resource/One-,http://dbpedia.org/ontology/VideoGame, 0.2,0.0
http://dbpedia.org/resource/Kid,http://dbpedia.org/ontology/Film, 0.33333334,0.0
http://dbpedia.org/resource/Concrete,http://dbpedia.org/ontology/ArchitecturalStructure, 0.21428572,0.10714286
http://dbpedia.org/resource/Nicknames,http://dbpedia.org/ontology/SportsTeam, 0.2857143,0.14285715
http://dbpedia.org/resource/Sportscar,http://dbpedia.org/ontology/Automobile, 0.25,0.125
http://dbpedia.org/resource/Appointment,http://dbpedia.org/ontology/Agent, 0.2857143,0.14285715
http://dbpedia.org/resource/Reporting,http://dbpedia.org/ontology/Company, 0.2,0.0
http://dbpedia.org/resource/Motocross,http://dbpedia.org/ontology/Person, 0.1754386,0.01754387
http://dbpedia.org/resource/Lubbock,http://dbpedia.org/ontology/Road, 0.11111111,0.0
http://dbpedia.org/resource/Snapper,http://dbpedia.org/ontology/AmericanFootballPlayer, 0.13953489,0.085271324
http://dbpedia.org/resource/Forerunner,http://dbpedia.org/ontology/Organisation, 0.16129032,0.06451613
http://dbpedia.org/resource/Luxembourgish,http://dbpedia.org/ontology/Athlete, 0.125,0.0625
http://dbpedia.org/resource/Seventy,http://dbpedia.org/ontology/Person, 0.2,0.0
http://dbpedia.org/resource/Kikuchi,http://dbpedia.org/ontology/GolfPlayer, 0.16666667,0.083333334
http://dbpedia.org/resource/Bhutan,http://dbpedia.org/ontology/Newspaper, 0.14285715,0.071428575
http://dbpedia.org/resource/Army,http://dbpedia.org/ontology/MilitaryUnit, 0.18474576,0.089830504
http://dbpedia.org/resource/Praise,http://dbpedia.org/ontology/Band, 0.13725491,0.03921569
http://dbpedia.org/resource/Vertebrate,http://dbpedia.org/ontology/Animal, 0.2857143,0.14285715
http://dbpedia.org/resource/Hoshino,http://dbpedia.org/ontology/Athlete, 0.25,0.125
http://dbpedia.org/resource/Roots,http://dbpedia.org/ontology/Band, 0.14634146,0.07317073
http://dbpedia.org/resource/Activator,http://dbpedia.org/ontology/Drug, 0.42857143,0.14285713
http://dbpedia.org/resource/Jam,http://dbpedia.org/ontology/Agent, 0.17857143,0.03571428
http://dbpedia.org/resource/RBD,http://dbpedia.org/ontology/Album, 0.22222222,0.11111111
http://dbpedia.org/resource/Sections,http://dbpedia.org/ontology/Organisation, 0.2,0.085714285
http://dbpedia.org/resource/Racecar,http://dbpedia.org/ontology/Person, 0.2,0.1
http://dbpedia.org/resource/Ballade,http://dbpedia.org/ontology/Single, 0.22222222,0.11111111
http://dbpedia.org/resource/Everett,http://dbpedia.org/ontology/Artist, 0.16666667,0.0
http://dbpedia.org/resource/Fiber,http://dbpedia.org/ontology/AnatomicalStructure, 0.18181819,0.0
http://dbpedia.org/resource/Vesicles,http://dbpedia.org/ontology/AnatomicalStructure, 0.33333334,0.0
http://dbpedia.org/resource/Haven,http://dbpedia.org/ontology/Company, 0.16666667,0.05555556
http://dbpedia.org/resource/Decoy,http://dbpedia.org/ontology/Weapon, 0.25,0.0
http://dbpedia.org/resource/Steel,http://dbpedia.org/ontology/ArchitecturalStructure, 0.19732441,0.08361203
http://dbpedia.org/resource/Greasy,http://dbpedia.org/ontology/Mineral, 0.25,0.0
http://dbpedia.org/resource/Recurrence,http://dbpedia.org/ontology/Disease, 0.25,0.0
http://dbpedia.org/resource/Rib,http://dbpedia.org/ontology/Food, 0.33333334,0.0
http://dbpedia.org/resource/X&#039;,http://dbpedia.org/ontology/Film, 0.16666667,0.0
http://dbpedia.org/resource/Tu,http://dbpedia.org/ontology/Person, 0.29411766,0.11764706
http://dbpedia.org/resource/Lanka,http://dbpedia.org/ontology/Person, 0.2,0.12727273
http://dbpedia.org/resource/Gibraltar,http://dbpedia.org/ontology/Organisation, 0.18181819,0.0909091
http://dbpedia.org/resource/Woodland,http://dbpedia.org/ontology/Place, 0.2631579,0.13157895
http://dbpedia.org/resource/Gear,http://dbpedia.org/ontology/Aircraft, 0.25,0.0
http://dbpedia.org/resource/Photobook,http://dbpedia.org/ontology/Book, 0.22222222,0.11111111
http://dbpedia.org/resource/Nottingham,http://dbpedia.org/ontology/Agent, 0.33333334,0.13333334
http://dbpedia.org/resource/Yeshiva,http://dbpedia.org/ontology/Person, 0.22727273,0.12626263
http://dbpedia.org/resource/Mafia,http://dbpedia.org/ontology/Person, 0.2,0.0
http://dbpedia.org/resource/Mayer,http://dbpedia.org/ontology/Person, 0.2173913,0.04347825
http://dbpedia.org/resource/Employer,http://dbpedia.org/ontology/Company, 0.14285715,0.0
http://dbpedia.org/resource/Offices,http://dbpedia.org/ontology/Building, 0.14285715,0.04761905
http://dbpedia.org/resource/Connection,http://dbpedia.org/ontology/Road, 0.092307694,0.015384614
http://dbpedia.org/resource/Visitors,http://dbpedia.org/ontology/Building, 0.18181819,0.0909091
http://dbpedia.org/resource/Tehran,http://dbpedia.org/ontology/SoccerClubSeason, 0.14285715,0.0
http://dbpedia.org/resource/Array,http://dbpedia.org/ontology/Place, 0.23809524,0.09523809
http://dbpedia.org/resource/Munich,http://dbpedia.org/ontology/Person, 0.2,0.0
http://dbpedia.org/resource/Valve,http://dbpedia.org/ontology/AnatomicalStructure, 0.25,0.0625
http://dbpedia.org/resource/Roosevelt,http://dbpedia.org/ontology/Person, 0.11111111,0.0
http://dbpedia.org/resource/Cards,http://dbpedia.org/ontology/NationalFootballLeagueSeason, 0.11111111,0.0
http://dbpedia.org/resource/Donna,http://dbpedia.org/ontology/Person, 0.22222222,0.11111111
http://dbpedia.org/resource/Systems,http://dbpedia.org/ontology/Organisation, 0.09677419,0.02150537
http://dbpedia.org/resource/Preston,http://dbpedia.org/ontology/Station, 0.16666667,0.0
http://dbpedia.org/resource/Figurehead,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/World,http://dbpedia.org/ontology/Agent, 0.20415983,0.09961687
http://dbpedia.org/resource/Wine,http://dbpedia.org/ontology/Company, 0.12903225,0.02150537
http://dbpedia.org/resource/Alley,http://dbpedia.org/ontology/Road, 0.09090909,0.0
http://dbpedia.org/resource/Hodgson,http://dbpedia.org/ontology/Album, 0.14285715,0.0
http://dbpedia.org/resource/Collections,http://dbpedia.org/ontology/Album, 0.125,0.025
http://dbpedia.org/resource/Bobsleigh,http://dbpedia.org/ontology/Stadium, 0.22222222,0.11111111
http://dbpedia.org/resource/Indie,http://dbpedia.org/ontology/Agent, 0.23129252,0.122448985
http://dbpedia.org/resource/Test,http://dbpedia.org/ontology/Person, 0.22727273,0.0974026
http://dbpedia.org/resource/Petroleum,http://dbpedia.org/ontology/Agent, 0.29411766,0.11764706
http://dbpedia.org/resource/Basilicas,http://dbpedia.org/ontology/ReligiousBuilding, 0.1875,0.125
http://dbpedia.org/resource/Denomination,http://dbpedia.org/ontology/Organisation, 0.15384616,0.07692308
http://dbpedia.org/resource/Metre,http://dbpedia.org/ontology/ArchitecturalStructure, 0.2238806,0.08955223
http://dbpedia.org/resource/Performances,http://dbpedia.org/ontology/SoccerPlayer, 0.14285715,0.0
http://dbpedia.org/resource/Dion,http://dbpedia.org/ontology/Album, 0.25,0.125
http://dbpedia.org/resource/Power,http://dbpedia.org/ontology/Person, 0.20588236,0.122549024
http://dbpedia.org/resource/Contest,http://dbpedia.org/ontology/TelevisionShow, 0.15555556,0.07407408
http://dbpedia.org/resource/ITV,http://dbpedia.org/ontology/Person, 0.25,0.0
http://dbpedia.org/resource/Wadi,http://dbpedia.org/ontology/Settlement, 0.18181819,0.0909091
http://dbpedia.org/resource/Princesses,http://dbpedia.org/ontology/Person, 0.2857143,0.14285715
http://dbpedia.org/resource/Yellowish,http://dbpedia.org/ontology/Animal, 0.14285715,0.071428575
http://dbpedia.org/resource/Attempts,http://dbpedia.org/ontology/MilitaryConflict, 0.21428572,0.142857145
http://dbpedia.org/resource/Evangelical,http://dbpedia.org/ontology/Building, 0.1904762,0.0952381
http://dbpedia.org/resource/Ballet,http://dbpedia.org/ontology/Person, 0.18181819,0.04545455
http://dbpedia.org/resource/Internet,http://dbpedia.org/ontology/Agent, 0.28712872,0.14851486
http://dbpedia.org/resource/Marion,http://dbpedia.org/ontology/Agent, 0.2857143,0.14285715
http://dbpedia.org/resource/Tournaments,http://dbpedia.org/ontology/TennisTournament, 0.1557789,0.12060302
http://dbpedia.org/resource/Subsection,http://dbpedia.org/ontology/Eukaryote, 0.17857143,0.07142857
http://dbpedia.org/resource/Mae,http://dbpedia.org/ontology/Person, 0.2,0.0
http://dbpedia.org/resource/Race,http://dbpedia.org/ontology/SportsEvent, 0.21839704,0.1123159
http://dbpedia.org/resource/Card,http://dbpedia.org/ontology/Game, 0.0952381,0.023809525
http://dbpedia.org/resource/Human,http://dbpedia.org/ontology/Person, 0.15789473,0.05263157
http://dbpedia.org/resource/Planetarium,http://dbpedia.org/ontology/Museum, 0.1764706,0.11764707
http://dbpedia.org/resource/Motorcycles,http://dbpedia.org/ontology/Motorcycle, 0.2,0.0
http://dbpedia.org/resource/Linguistics,http://dbpedia.org/ontology/Book, 0.2,0.0
http://dbpedia.org/resource/Pair,http://dbpedia.org/ontology/Place, 0.17295597,0.08280922
http://dbpedia.org/resource/Heer,http://dbpedia.org/ontology/MilitaryPerson, 0.22222222,0.11111111
http://dbpedia.org/resource/Francophone,http://dbpedia.org/ontology/Person, 0.1875,0.125
http://dbpedia.org/resource/Motor,http://dbpedia.org/ontology/Person, 0.19285715,0.081428576
http://dbpedia.org/resource/Attraction,http://dbpedia.org/ontology/Building, 0.13142857,0.074285713
http://dbpedia.org/resource/Macrolides,http://dbpedia.org/ontology/Drug, 0.33333334,0.0
http://dbpedia.org/resource/Choi,http://dbpedia.org/ontology/GolfPlayer, 0.1875,0.125
http://dbpedia.org/resource/Progestogen,http://dbpedia.org/ontology/Drug, 0.3846154,0.07692308
